,season,episode,friend,script
0,season2,201rng,Julie," We're on this bus, that's easily 200 years old..."
0,season2,201rng,Ross, 200 at least.
0,season2,201rng,Julie,  ...and this guy...
0,season2,201rng,Rachel," And the chicken pooped in her lap. Oh, I'm so sorry. I just gave away
the ending, didn't I? Oh! It's just, I just heard this story in the cab, and it is all I
can think about."
0,season2,201rng,Monica," This is amazing. I mean, how, how did this happen?"
0,season2,201rng,Julie," Well, Ross and I were in grad school together."
0,season2,201rng,Ross," But we haven't seen each other since then. Well I land in China, guess
who's in charge of the dig. "
0,season2,201rng,Rachel," Julie! Julie, isn't that great? I mean, isn't that just
kick-you-in-the-crotch, spit-on-your-neck fantastic?"
0,season2,201rng,Monica, (to Julie) It's an expression.
0,season2,201rng,Ross," Well, we just wanted to say a quick hi, and then we're gonna go see the
baby."
0,season2,201rng,Julie, And then we've gotta get some sleep.
0,season2,201rng,Ross," Yeah, it's really 6"
0,season2,201rng,Chandler," Well, listen, don't tell us what's gonna happen though, 'cause I like
to be surprised."
0,season2,201rng,Rachel, Bye. (She closes the door and everyone tries to sympathize with her.)
0,season2,201rng,Ross," Hey, Rach, can I get some coffee?"
0,season2,201rng,Rachel," Yeah, sure."
0,season2,201rng,Ross, Thank you.
0,season2,201rng,Chandler," Hey, Rach, can I get..."
0,season2,201rng,Rachel, Did you talk to him?
0,season2,201rng,Chandler, Not yet.
0,season2,201rng,Rachel," Then, no."
0,season2,201rng,Chandler," So what the hell happened to you in China? I mean, when last we left
you, you were totally in love with, you know."
0,season2,201rng,Ross," I know, I know I was, but there was always this little voice inside that
kept saying it's never gonna happen, move on. You know whose voice that was?"
0,season2,201rng,Chandler, God?
0,season2,201rng,Ross," It was you, pal."
0,season2,201rng,Chandler," Well, maybe it was God, doing me."
0,season2,201rng,Ross," Look, you were right. She looks at me and sees a friend, that's all. But
then I met Julie, and I don't know, we're havin' a great time. And I have to say, I never
would've gone for it with her if it hadn't been for you."
0,season2,201rng,Chandler," Well, you owe me one, big guy."
0,season2,201rng,Rachel, (To Ross) Here's your lemonade.
0,season2,201rng,Ross, I didn't order lemonade.
0,season2,201rng,Rachel," Oh. Well then, you better go take that back because they're gonna charge
you for that. "
0,season2,201rng,Ross, But...
0,season2,201rng,Rachel," Go-go-go-go, come on! (Ross goes over to the counte) (to Chandler) So
uh, what did you find out?"
0,season2,201rng,Chandler," He said...he said, he said that they're having a great time. I'm
sorry. But, the silver lining, if you wanna see it, is that he made the decision all by
himself!  Without any outside help whatsoever."
0,season2,201rng,Rachel, How is that the silver lining?
0,season2,201rng,Chandler, You have to really wanna see it.
0,season2,201rng,Ross," Ironically, these are the guys who were picked last in gym."
0,season2,201rng,Monica," Pheebes, you know what I'm thinking?"
0,season2,201rng,Phoebe," Oh, ok. How, it's been so long since you've had sex, you're wondering if
they've changed it?"
0,season2,201rng,Monica," No, although now that's what I'm thinking."
0,season2,201rng,Phoebe," All right, so what were you thinking?"
0,season2,201rng,Monica," Well, I was thinking, that you gave the guys such great haircuts, I
thought, maybe you'd like to do mine?"
0,season2,201rng,Phoebe, Ohh! No.
0,season2,201rng,Monica, Why not?
0,season2,201rng,Phoebe," Because, I'm just, I'm incredibly anal and an unbelievable control
freak."
0,season2,201rng,Monica, No you're not.
0,season2,201rng,Phoebe," I know I'm not, but you are, and I was trying to spare your feelings."
0,season2,201rng,Joey," (answering the phone) Hello? Oh, hi. Yeah, hold on a second. Ross, it's
Julie, for you. (Throws him the phone.)"
0,season2,201rng,Ross, (on phone) Hello? Hi.
0,season2,201rng,Chandler, (entering) Hi. Anybody know a good tailor?
0,season2,201rng,Joey, Needs some clothes altered?
0,season2,201rng,Chandler," No, no, I'm just looking for a man to draw on me with chalk."
0,season2,201rng,Joey," Why don't you go see Frankie? My family's been goin' to him forever. He
did my first suit when I was 15. No wait, 16. No, 'scuse me, 15. (still confused) All
right, when was 1990?"
0,season2,201rng,Chandler, Okay.  You have to stop the Q-tip when there's resistance!
0,season2,201rng,Ross," (on phone) Ok, ok, sweetheart, I'll see you later. Ok, bye. What? (Sits
down next to Rachel) Oh, that is so sweet. No, no, ok, you hang up. Ok, ok, one, two,
three. (Doesn't hang up and motions for Rachel to be quiet) Well you didn't hang up
either. "
0,season2,201rng,Rachel, She didn't hang up either!
0,season2,201rng,Ross," Ok, no, no, you hang up. You, you, y..."
0,season2,201rng,Rachel," (taking the phone and hanging it up) Sorry, I thought you were talking
to me."
0,season2,201rng,Ross, Rachel! I'll just call her back. 
0,season2,201rng,Rachel, Okay!
0,season2,201rng,Ross," (calls Julie back) Hi?  Sorry, we got disconnected... (Walks away.)"
0,season2,201rng,Rachel," (to Monica) Ok, ok, ok. How did this happen to me? How did this happen
to me? A week ago, two weeks ago, I was fine. Ross was just Ross, just this guy. Now he's
Rrrooossss, oh, this really great guy that I can't have."
0,season2,201rng,Monica," Sweetie, I wanted you to have him too."
0,season2,201rng,Rachel," I know you did. I'm just gonna deal with it, I'm just gonna deal with
it. (Ross comes by, smoching with Julie on the phone.) I gotta get out of here. (Exits)"
0,season2,201rng,Chandler," Ok, I don't care what you guys say, something's bothering her."
0,season2,201rng,Joey," (to Chandler) You know, I think I was sixteen."
0,season2,201rng,Monica," (to Phoebe) Please, just a little bit off the back."
0,season2,201rng,Phoebe," I'm still on ""no."""
0,season2,201rng,Rachel," (poking her head in from her bedroom) Uh, morning. Do you guys think you
could close your eyes for just a sec?"
0,season2,201rng,Joey," No-no-no-no-no, (grabs his pants) I'm not fallin' for that again."
0,season2,201rng,Phoebe, What's goin' on?
0,season2,201rng,Rachel," Well, I sorta did a stupid thing last night."
0,season2,201rng,Chandler, What stupid thing did you do?
0,season2,201rng,Phoebe, Ewww! (Gets up and walks away.)
0,season2,201rng,Rachel," Ok, Paulo, why don't you just go get dressed, and then you be on your
way, ok, bye-bye. (Paulo goes into his room.)"
0,season2,201rng,Monica," Rachel, how did this happen?"
0,season2,201rng,Rachel," I don't know, I just kinda ran into him last night."
0,season2,201rng,Phoebe, Where?
0,season2,201rng,Rachel, At his apartment. Is this juice?
0,season2,201rng,Joey," Whoa, whoa. And the fact that you dumped him because he hit on Phoebe?"
0,season2,201rng,Rachel," Oh God, I know I'm a pathetic loser."
0,season2,201rng,Monica," Honey, you're not pathetic, you're sad."
0,season2,201rng,Chandler, People do stupid things when they're upset.
0,season2,201rng,Monica," My god, if I had a nickel for every guy I wish I hadn't...(Everyone
looks at her), but this is about your horrible mistake."
0,season2,201rng,Ross," Hi. Sorry we're late but we werewell, there was touching."
0,season2,201rng,Ross," Hey, Paulo. What are you doing here?"
0,season2,201rng,Ross," (to Rachel) So, uh, he's back."
0,season2,201rng,Rachel," Yeah, he's back. Is that a problem?"
0,season2,201rng,Ross," No, not a problem."
0,season2,201rng,Rachel, Good! I'm glad it's not a problem.
0,season2,201rng,Phoebe," (to Paulo) Ok, you're gonna have to not touch my ass."
0,season2,201rng,Chandler," Well, in spite of the yummy bagels and palpable tension, I've got
pants that need to be altered."
0,season2,201rng,Joey," Hey, Chandler, when you see Frankie, tell him Joey Tribbiani says hello.
He'll know what it means."
0,season2,201rng,Chandler, Are you sure he's gonna be able to crack that code?
0,season2,201rng,Monica," (to Phoebe) You know it's funny, the last time Paulo was here, my hair
was so much shorter and cuter."
0,season2,201rng,Phoebe," All right. Ok, but, but!  You have to promise that you will not be
all like control-y and bossy and Monica about it."
0,season2,201rng,Monica, I promise.
0,season2,201rng,Phoebe," All right. (Talking to Monica's hair.) Now some of you are gonna get
cut, and some of you aren't. But I promise none of you are gonna feel a thing."
0,season2,201rng,Phoebe," All right, that's it, I quit."
0,season2,201rng,Monica, What? I didn't say anything.
0,season2,201rng,Phoebe," Yeah, but this (makes Monica's face) isn't the face of a person who
trusts a person. Ok, this (makes Monica's face) is the face of a person who, you know,
doesn't trust a person."
0,season2,201rng,Monica," I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we
had discussed."
0,season2,201rng,Phoebe, Would you relax? I know what I am doing. This is how he wears it.
0,season2,201rng,Monica, How who wears it?
0,season2,201rng,Phoebe, Demi Moore.
0,season2,201rng,Monica, Demi Moore is not a he.
0,season2,201rng,Phoebe," Well, he was a he in <em>Arthur</em>, and in <em>Ten</em>."
0,season2,201rng,Monica, That's Dudley Moore. I said I wanted it like Demi Moore.
0,season2,201rng,Phoebe, Oh.  Oh!
0,season2,201rng,Monica, Oh my God!
0,season2,201rng,Phoebe," Oh my God! I'm sorry, I'm sorry. Which one's Demi Moore?"
0,season2,201rng,Monica," She's the act<strong>ress</strong> that was in <em>Disclosure</em>, <em>Indecent
Proposal</em>, <em>Ghost</em>!"
0,season2,201rng,Phoebe," Oh, she's got gorgeous hair."
0,season2,201rng,Monica, <strong>I know</strong>!
0,season2,201rng,Chandler, At least as long as I have the pants.
0,season2,201rng,Rachel, How is she?
0,season2,201rng,Phoebe," It's too soon to tell. She's resting, which is a good sign."
0,season2,201rng,Ross, How's the hair?
0,season2,201rng,Phoebe," I'm not gonna lie to you, Ross, it doesn't look good. I put a clip on
one side, which seems to have stopped the curling."
0,season2,201rng,Joey, Can we see her?
0,season2,201rng,Phoebe," Your hair looks too good, I think it would upset her. Ross, why don't
you come on in. "
0,season2,201rng,Joey, How're you doing?
0,season2,201rng,Rachel, I'm okay.
0,season2,201rng,Joey," Ooh, that bad, huh? "
0,season2,201rng,Rachel," When I saw him get off that plane with her, I really thought I hit rock
bottom. But today, it's like there's rock bottom, 50 feet of crap, then me."
0,season2,201rng,Joey, You gotta tell Ross how you feel.
0,season2,201rng,Rachel, Come on. How can I just tell him? What about Julie?
0,season2,201rng,Joey," What about her? They've only been going out for two weeks. Ross has been
in love with you for like 10 years."
0,season2,201rng,Rachel," I don't know, I don't know."
0,season2,201rng,Joey," Look, Rach, Rach! I've been with my share of women. In fact, I've been
with like a lot of people's share of women. The point is, I've never felt about anyone the
way Ross felt about you."
0,season2,201rng,Chandler," (entering, angry) Yo, paisan! Can I talk to you for a sec? (Pause)
Your tailor is a very bad man!"
0,season2,201rng,Joey, Frankie? What're you talking about?
0,season2,201rng,Ross," (entering from the bedroom) Hey, what's goin' on? (Pats Chandler on the
shoulder which causes him to jump.)"
0,season2,201rng,Chandler, Joey's tailor...took advantage of me.
0,season2,201rng,Ross, What?
0,season2,201rng,Joey, No way. I've been going to the guy for 12 years.
0,season2,201rng,Chandler," Oh come on! He said he was going to do my inseam, and he ran his hand
up my leg, and then, there was definite..."
0,season2,201rng,Ross, What?
0,season2,201rng,Chandler, Cupping.
0,season2,201rng,Joey," That's how they do pants! First they go up one side, they move it over,
then they go up the other side, they move it back, and then they do the rear. (Chandler
and Ross stare at him) What? Ross, Ross, would you tell him? Isn't that how they measure
pants?"
0,season2,201rng,Ross," Yes, yes it is. In prison! Whatsa matter with you?"
0,season2,201rng,Joey, What? That's not? (Realizes) Oh my God.
0,season2,201rng,Monica, Even Mary Tyler Moore would've been better.
0,season2,201rng,Ross," I like it. I do, I think it's a Ten. (Chandler laughs.)"
0,season2,201rng,Monica, Thank you. My hair is very amused.
0,season2,201rng,Chandler," Come on, Monica, things could be worse. You could get caught between
the moon and New York City. I know it's crazy, but it's true."
0,season2,201rng,Phoebe, (to Chandler and Ross) Thank you.
0,season2,201rng,Ross," Well, I gotta go. Bye. Bye, Rach."
0,season2,201rng,Rachel," (sticking her head in from the balcony) Wait, are you leaving?"
0,season2,201rng,Ross," Yeah, that's kinda what I meant by ""bye!"""
0,season2,201rng,Rachel," Well, can I talk to you for a sec? "
0,season2,201rng,Ross, Okay. (goes out onto the balcony)
0,season2,201rng,Joey," Hey, when the doctor does that hernia test..."
0,season2,201rng,Chandler, That's ok.
0,season2,201rng,Ross, What's goin' on?
0,season2,201rng,Rachel," Well, first of all, Paulo and I are not back together. It was just a
stupid thing I did, and if I could go back in time and do it again, well, I wouldn't. Um,
second of all (Ross is laughing), what?"
0,season2,201rng,Ross," Ok. Well, before I say anything, I just need to know, is this one of those
things where you break up with a guy, and then I tell you what I think, and then the next
day you get back together with the guy, and I look like a complete idiot?"
0,season2,201rng,Rachel, No. No-no-no-no.
0,season2,201rng,Ross," Well, then, I think, I think the guy is scum. I hate him. I mean I
actuallyI-I physically hate him. I always have. You are way too good to be with a
guy like that. "
0,season2,201rng,Rachel," No, I think that was the whole all."
0,season2,201rng,Joey," I swear to god, Dad. That's not how they measure pants."
0,season2,201rng,Julie," I was thinking of doing it a little shorter, you know, like Andie
McDowell's new haircut?"
0,season2,201rng,Phoebe, You wanna do it right now?
0,season2,201rng,Julie, Great! (Julie leaves)
0,season2,201rng,Phoebe," (to Rachel) Ok, I just wanna be really sure this time. Andie McDowell's
the girl from<em> Four Weddings and a Funeral</em>, right?"
0,season2,201rng,Rachel," No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy
from <em>Planet of the Apes</em>."
0,season2,201rng,Phoebe," Oh, yeah. Ok, thank you."
0,season2,201rng,Rachel, You're welcome.
0,season2,202brst,Monica," (entering from her bedroom carrying a present) Ok, these were
unbelievably expensive, and I know he's gonna grow out of them in like, 20 minutes, but I
couldn't resist. (There a little pair of Nike shoes.)"
0,season2,202brst,Phoebe," Oh, look at these! Hey, Ben. Just do it. (Ben starts to cry) Oh my God,
oh, ok, was that too much pressure for him?"
0,season2,202brst,Susan," Oh, is he hungry already?"
0,season2,202brst,Carol, I guess so. (Carol starts to breast feed Ben.)
0,season2,202brst,Chandler," You know, it's... (sees the feeding taking place next to him)
something funny about sneakers. I'll be right back. (Goes into the kitchen)"
0,season2,202brst,Joey," (joins him) I gotta get one, too."
0,season2,202brst,Ross, (following them into the kitchen) What are you guys doing?
0,season2,202brst,Chandler, We're just hanging out by the spoons. Ladle?
0,season2,202brst,Ross," Look, would you guys grow up? That is the most natural beautiful thing in
the world."
0,season2,202brst,Joey," Yeah, we know, but there's a baby suckin' on it."
0,season2,202brst,Ross," This is my son having lunch, ok? It's gonna happen a lot, so you'd better
get used to it. Now if you have any problem with it, if you're uncomfortable, just ask
questions. Carol's fine with it, now come on."
0,season2,202brst,Chandler," Carol? I was just wondering if Joey could ask you a question about
breast-feeding?"
0,season2,202brst,Carol, Sure.
0,season2,202brst,Joey," Uh, does it hurt?"
0,season2,202brst,Carol," It did at first, but not anymore."
0,season2,202brst,Joey, Chandler?
0,season2,202brst,Chandler," So, uh, how often can you do it?"
0,season2,202brst,Carol, As much as he needs.
0,season2,202brst,Joey," Ok, I got one, I got one. Uh, if he blows into one, does the other one get
bigger?"
0,season2,202brst,Julie," Rachel, do you have any muffins left?"
0,season2,202brst,Rachel," Yeah, I forget which ones."
0,season2,202brst,Julie," Oh, you're busy, that's ok, I'll get it. Anybody else want one? "
0,season2,202brst,All, No thanks.
0,season2,202brst,Julie," (To Rachel) Oh, you're losin' your apron here, let me get it. There you
go. (Ties it back up for her)"
0,season2,202brst,Rachel, (to Julie) Thank you. (under her breath to Chandler) What a bitch.
0,season2,202brst,Julie," Oh, listen you guys. I have this friend at <em>Bloomingdale's</em> who's
quitting tomorrow and he wants to abuse his discount. So, anyone want to come with me and
take advantage of it?"
0,season2,202brst,Phoebe," I can't, I have to take my grandmother to the vet."
0,season2,202brst,Monica," Ok, um, I'll go with you. "
0,season2,202brst,Julie, Great.
0,season2,202brst,Ross," (enters) Hi, honey."
0,season2,202brst,Chandler," Hey, sweetums."
0,season2,202brst,Ross, Hello to the rest.
0,season2,202brst,All,  Hi!
0,season2,202brst,Joey," Monica what're you doin'? You can't go shopping with her? What about
Rachel?"
0,season2,202brst,Monica," It's gonna be a problem, isn't it?"
0,season2,202brst,Chandler," Come on, you're going to <em>Bloomingdale's</em> with Julie? That's
like cheating on Rachel in her house of worship."
0,season2,202brst,Monica, But I'm...
0,season2,202brst,Phoebe," Monica, she will kill you. She will kill you like a dog in the street."
0,season2,202brst,Ross," (to Monica) So, uh, Jules tells me you guys are going shopping tomorrow?"
0,season2,202brst,Monica," Yeah, uh, it's actually not that big a deal."
0,season2,202brst,Ross," It's a big deal to me. This is great, Monica. I really appreciate this."
0,season2,202brst,Monica, You're welcome.
0,season2,202brst,Phoebe," Woof, woof. "
0,season2,202brst,Joey," (A guy walks by) Bijan for men? (Another guy walks by) Bijan for men?
(Another guy walks by) Bijan for men? (An attractive woman walks by.) <font size=""3"">Hey
Annabelle.</font>"
0,season2,202brst,Annabelle," Hey, Joey. So did you hear about the new guy?"
0,season2,202brst,Joey, Who?
0,season2,202brst,Annabelle, Nobody knows his name. Me and the girls just call him the Hombre man.
0,season2,202brst,Joey, What's he doin' in my section?
0,season2,202brst,Annabelle, I guess he doesn't know.
0,season2,202brst,Joey," Well, he's gonna. I'll see you a little later, ok? (To the Hombre Man)
Hey, how ya doin'?"
0,season2,202brst,Hombre Man, Mornin'. 
0,season2,202brst,Joey," Listen, I know you're new, but it's kinda understood that everything from
Young Men's to the escalator is my territory."
0,season2,202brst,Hombre Man," Your territory, huh?"
0,season2,202brst,Joey, Yeah. Bijan for men?
0,season2,202brst,Hombre Man, Hombre?
0,season2,202brst,Hombre Man, (To Joey) You were saying?
0,season2,202brst,Monica," Phoebe, listen. You were with me, and we were shopping all day."
0,season2,202brst,Phoebe, What?
0,season2,202brst,Monica," We were shopping, and we had lunch."
0,season2,202brst,Phoebe," Oh, all right. What did I have?"
0,season2,202brst,Monica, You had a salad.
0,season2,202brst,Phoebe," Oh, no wonder I don't feel full."
0,season2,202brst,Rachel," (entering) Hey, guys, what's up."
0,season2,202brst,Phoebe," I went shopping with Monica all day, and I had a salad."
0,season2,202brst,Rachel," Good, Pheebs. What'd you buy?"
0,season2,202brst,Phoebe," Um, we went shopping for um, for, fur."
0,season2,202brst,Rachel, You went shopping for fur?
0,season2,202brst,Phoebe," Yes, and then I realized I'm against that, and uh, so then we bought
some, (sees Monica pointing at her chest) uh, boobs."
0,season2,202brst,Rachel, You bought boobs?
0,season2,202brst,Phoebe," (Monica is yanking on her bra strap) Bras! We bought bras! We bought
bras. "
0,season2,202brst,Joey," (to a guy) Bijan for men? (to a guy) Bijan for men? (To a woman) Bijan
for... (Sees it's a woman and stops.) (To Annabelle who walks up.) Hey, Annabelle, Uh,
listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee."
0,season2,202brst,Annabelle," Oh, actually I sorta have plans."
0,season2,202brst,Hombre Man," (entering) Ready, Annabelle?"
0,season2,202brst,Annabelle, You bet. (to Joey) Maybe some other time?
0,season2,202brst,Joey," (To a co-worker) Hey, it's not the first time I lost a girl to a cowboy
spraying cologne. (A customer walks by.) Bijan for men? (The customer ignores him, and
Joey starts to chase him) Bijan for men?! "
0,season2,202brst,Carol," Ok, and this is Funny Clown. Funny Clown is only for after his naps, not
before his naps or he won't sleep."
0,season2,202brst,Ross," Carol, we've been through this before, ok? We have a good time. We laugh,
we play. It's like we're father and son."
0,season2,202brst,Susan," Honey, relax. Ross is great with him. (Ross looks at her.) Don't look so
surprised. I'm a lovely person."
0,season2,202brst,Rachel," Oh, this is so cute."
0,season2,202brst,Susan," Oh, I got that for him."
0,season2,202brst,Ross, My mommies love me. That's clever.
0,season2,202brst,Monica," Hello? Oh, Hi, Ju(Sees Rachel is watching)Hi, Jew! (Walks
into the kitchen.) (Listens.) Uh huh? (Listens.) Uh huh? (Listens) Ok. (Listens) Um, sure,
that'd be great. See ya then. Bye. (Hangs up.)"
0,season2,202brst,Rachel," Did you just say Hi, Jew?"
0,season2,202brst,Monica," Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes
it. Reaffirms his faith."
0,season2,202brst,Phoebe," Ben, dinner!"
0,season2,202brst,Ross," Thanks Aunt Pheebs. Hey, you didn't microwave that, did you, because it's
breast milk, and you're not supposed to do that."
0,season2,202brst,Phoebe," Duh, I think I know how to heat breast milk. Ok. (Squirts some on her
wrist and tastes it.)"
0,season2,202brst,Chandler, What did you just do?
0,season2,202brst,Phoebe," I licked my arm, what?"
0,season2,202brst,Ross, It's breast milk.
0,season2,202brst,Phoebe, So?
0,season2,202brst,Rachel," Phoebe, that is juice, squeezed from a person."
0,season2,202brst,Joey, What is the big deal? (Tastes the breast milk.)
0,season2,202brst,Chandler, What did you just do?
0,season2,202brst,Ross," Ok, would people stop drinking the breast milk?"
0,season2,202brst,Phoebe, You won't even taste it?
0,season2,202brst,Ross, No!
0,season2,202brst,Phoebe, Not even if you just pretend that it's milk?
0,season2,202brst,Ross, Not even if Carol's breast had a picture of a missing child on it.
0,season2,202brst,Monica," Hey, where is everybody?"
0,season2,202brst,Rachel, They took Ben to the park. Where've you been?
0,season2,202brst,Monica," Just out. Had some lunch, just me, little quality time with me. Thanks
for your jacket."
0,season2,202brst,Rachel," Oh, no problem. You can borrow it, by the way. (Puts her hand in the
pocket) Here are your keys, hon. (She takes the keys out, sets them on the counter, and
notices she also grabbed a receipt.)"
0,season2,202brst,Monica, You know what probably happened? Someone musta stolen my credit card.
0,season2,202brst,Rachel, And sorta just put the receipt back in your pocket?
0,season2,202brst,Monica, That is an excellent excellent question. That is excellent.
0,season2,202brst,Rachel," Monica, what is with you? Who'd you have lunch with?"
0,season2,202brst,Monica, Judy.
0,season2,202brst,Rachel, Who?
0,season2,202brst,Monica, Julie.
0,season2,202brst,Rachel, What?!
0,season2,202brst,Monica, Jody!
0,season2,202brst,Rachel, You were with Julie?
0,season2,202brst,Monica," Look, when it started I was just trying to be nice to her because she
was my brother's girlfriend. And then, one thing led to another and, before I knew it, we
were...shopping."
0,season2,202brst,Rachel, Oh. Oh my God. 
0,season2,202brst,Monica," Honey, wait. We only did it once. It didn't mean anything to me."
0,season2,202brst,Rachel," Yeah, right.  Sure!"
0,season2,202brst,Monica," Really, Rachel, I was thinking of you the whole time. Look, I'm sorry,
all right. I never meant for you to find out!"
0,season2,202brst,Rachel," Oh, please, you wanted to get caught. (Waves the receipt)"
0,season2,202brst,Monica, That is not true!
0,season2,202brst,Rachel," Oh, so you just sort of happened to leave it in here?"
0,season2,202brst,Monica, Did it ever occur to you that I might just be that stupid?
0,season2,202brst,Rachel," Ok, Monica. I just have to know one thing. Did you go with her to <em>Bloomingdale's</em>?
(Monica looks away.) Oh! Ok, ok, ok, I just really, uh, I just really need to not be with
you right now. (Exits.)"
0,season2,202brst,Monica," (on the phone) Hi, who's this? (Listens) Hi, Joanne. Is Rachel working?
It's Monica. (Listens) Yes, I know I did a horrible thing. (Listens) Joanne, it's not as
simple as all that, ok? (Listens) No, I don't care what Steve thinks. (Listens) Hi, Steve."
0,season2,202brst,Carol, How did we do?
0,season2,202brst,Phoebe," Oh, I tasted Ben's milk, and Ross freaked out."
0,season2,202brst,Ross, I did not freak out. 
0,season2,202brst,Carol, Why'd you freak out?
0,season2,202brst,Ross, Because it's breast milk. It's gross.
0,season2,202brst,Carol, My breast milk is gross?
0,season2,202brst,Susan, This should be fun.
0,season2,202brst,Ross," No, no, Carol. There's nothing wrong with it. I just, I just don't think
breast milk is for adults."
0,season2,202brst,Chandler, Of course the packaging does appeal to grown-ups and kids alike.
0,season2,202brst,Carol," Ross, you're being silly. I've tried it, it's no big deal. Just taste it.
(Holding out a bottle.)"
0,season2,202brst,Ross, (jumping away) That would be no.
0,season2,202brst,Phoebe, Come on. It doesn't taste bad.
0,season2,202brst,Joey," Yeah, it's kinda sweet, sorta like, uh..."
0,season2,202brst,Susan, Cantaloupe juice.
0,season2,202brst,Joey, Exactly.
0,season2,202brst,Ross, (staring at Susan) You've tasted it? You've tasted it.
0,season2,202brst,Susan, Uh huh.
0,season2,202brst,Ross," Oh, you've tasted it."
0,season2,202brst,Susan," You can keep saying it, but it won't stop being true."
0,season2,202brst,Ross," (he rolls up his sleeve) Gimme the bottle. (Joey hands him the bottle and
Ross squirts some on his arm.) Gimme the towel. (Joey gives him the towel and he wipes it
off.) "
0,season2,202brst,Chandler, Howdy.
0,season2,202brst,Joey," (sitting on the otherside of the counter from Chandler) Gimme a box a
juice. Well, they switched me over to Hombre."
0,season2,202brst,Chandler," Well, maybe it's because of the way you're dressed."
0,season2,202brst,Joey," Or maybe it's because this guy's doing so good they wanna put more people
on it. (Chandler pours some juice in a glass.) You should see this guy, Chandler, he goes
through two bottles a day."
0,season2,202brst,Chandler," (slides the juice across the counter which Joey catches) What do you
care? You're an actor. This is your day job. This isn't supposed to mean anything to you."
0,season2,202brst,Joey," I know, but, I was the best, you know? I liked being the best. (He downs
the glass of juice in one swig.) I don't know. Maybe I should just get outta the game.
They need guys up in housewares to serve cheese."
0,season2,202brst,Chandler," (pours more and slides the refill to Joey) All right, say you do that.
You know sooner or later somebody's gonna come along that slices a better cheddar. And
then where're you gonna run?"
0,season2,202brst,Joey, Yeah I guess you're right.
