,season,episode,friend,script
0,season1,102towsg,Ross," Marsha, these are cave people. Okay? They have issues like 'Gee, that
glacier's getting kinda close.' See? "
0,season1,102towsg,Marsha," Speaking of issues, isn't that your ex-wife? "
0,season1,102towsg,Ross, (trying to ignore her) No. No. 
0,season1,102towsg,Marsha," Yes, it is. Carol! Hi! "
0,season1,102towsg,Ross," Okay, okay, yes, it is. (waves) How about I'll, uh, catch up with you in
the Ice Age. "
0,season1,102towsg,Ross,Hi. 
0,season1,102towsg,Carol, So. 
0,season1,102towsg,Ross," You look great. I, uh... I hate that. "
0,season1,102towsg,Carol, Sorry. You look good too. 
0,season1,102towsg,Ross," Ah, well, in here, anyone who... stands erect... So what's new? Still,
uh... "
0,season1,102towsg,Carol, A lesbian? 
0,season1,102towsg,Ross," Well... you never know. How's, um.. how's the family? "
0,season1,102towsg,Carol," Marty's still totally paranoid. Oh, and, uh- "
0,season1,102towsg,Ross," Why- why are you here, Carol? "
0,season1,102towsg,Carol, I'm pregnant. 
0,season1,102towsg,Ross, Pregnant?! 
0,season1,102towsg,Phoebe,...Then I've already seen this one! (Turns off the TV.) 
0,season1,102towsg,Monica, (taking a drink from Joey) Are you through with that? 
0,season1,102towsg,Joey," Yeah, sorry, the swallowing slowed me down. "
0,season1,102towsg,Monica, Whose little ball of paper is this?! 
0,season1,102towsg,Chandler," Oh, uh, that would be mine. See, I wrote a note to myself, and then I
realised I didn't need it, so I balled it up and... (sees that Monica is glaring at him)
...now I wish I was dead. "
0,season1,102towsg,Phoebe," She's already fluffed that pillow... Monica, you know, you've already
fluffed that- (Monica glares at her.) -but, it's fine! "
0,season1,102towsg,Monica," Look , I'm sorry, guys, I just don't wanna give them any more ammunition
than they already have. "
0,season1,102towsg,Chandler," Yes, and we all know how cruel a parent can be about the flatness of a
child's pillow. "
0,season1,102towsg,Phoebe," Monica- Hi! Um, Monica, you're scaring me. I mean, you're like, you're
like all chaotic and twirly. And not-not in a good way. "
0,season1,102towsg,Joey," Yeah, calm down. You don't see Ross getting all chaotic and twirly every
time they come. "
0,season1,102towsg,Monica," That's because as far as my parents are concerned, Ross can do no wrong.
Y'see, he's the Prince. Apparently they had some big ceremony before I was born. "
0,season1,102towsg,Chandler," (looking out the window) Ew, ew, ew, ew ew ew ew ew! "
0,season1,102towsg,Monica, What? 
0,season1,102towsg,Chandler, Ugly Naked Guy got a Thighmaster! 
0,season1,102towsg,All, Eeaagh! 
0,season1,102towsg,Rachel, Has anybody seen my engagement ring? 
0,season1,102towsg,Phoebe," Yeah, it's beautiful. "
0,season1,102towsg,Rachel," Oh God, oh God, oh God oh God oh God oh God.... (Starts to look under
the couch cushions.) "
0,season1,102towsg,Phoebe," No, look, don't touch that! "
0,season1,102towsg,Rachel," Oh, like I wasn't dreading tomorrow enough, having to give it back to
him... 'Hi Barry! Remember me? I'm the girl in the veil who stomped on your heart in front
of your entire family!' Oh God and now I'm gonna have to return the ring, without the
ring, which makes it so much harder... "
0,season1,102towsg,Monica," Easy Rach, we'll find it. (To all) Won't we! "
0,season1,102towsg,Chandler, You don't get a lot of 'doy' these days... 
0,season1,102towsg,Rachel," I know I had it this morning, and I know I had it when I was in the
kitchen with... "
0,season1,102towsg,Chandler, ...Dinah? 
0,season1,102towsg,Rachel," (looks at the lasagne and realizes something) Ohhhhh, don't be mad... "
0,season1,102towsg,Monica, You didn't. 
0,season1,102towsg,Rachel," Oh, I am sorry... "
0,season1,102towsg,Monica," I gave you one job! (Starts to examin the lasagne through the bottom of
the glass pan.) "
0,season1,102towsg,Rachel," Oh, but look how straight those noodles are! "
0,season1,102towsg,Chandler," Now, Monica, you know that's not how you look for an engagement ring
in a lasagne... "
0,season1,102towsg,Monica, (puts down the lasagne) I just... can't do it. 
0,season1,102towsg,Chandler, Boys? We're going in. 
0,season1,102towsg,Monica, Wow. That is not a happy hi. 
0,season1,102towsg,Ross, Carol's pregnant. 
0,season1,102towsg,Phoebe, (while everyone else is stunned) Ooh! I found it! 
0,season1,102towsg,Monica, W-w-wh-... wha-... w-w-w-... 
0,season1,102towsg,Ross," Yeah. Do that for another two hours, you might be where I am right about
now. (He enters.) "
0,season1,102towsg,Chandler," Kinda puts that whole pillow thing in perspective, huh, Mon? "
0,season1,102towsg,Rachel," Well now, how-how do you fit into this whole thing? "
0,season1,102towsg,Ross," Well, Carol says she and Susan want me to be involved, but if I'm not
comfortable with it, I don't have to be involved.. basically it's entirely up to me. "
0,season1,102towsg,Phoebe, She is so great! I miss her. 
0,season1,102towsg,Monica, What does she mean by 'involved'? 
0,season1,102towsg,Chandler," I mean presumably, the biggest part of your job is done. "
0,season1,102towsg,Ross," Anyway, they want me to go down to this- sonogram thing with them
tomorrow. "
0,season1,102towsg,Rachel, So what are you gonna do? 
0,season1,102towsg,Ross," I have no idea. No matter what I do, though, I'm still gonna be a father. "
0,season1,102towsg,Joey," .....Well, this is still ruined, right?"
0,season1,102towsg,Mrs. Geller," Oh, Martha Ludwin's daughter is gonna call you. (Tastes a snack)
Mmm! What's that curry taste? "
0,season1,102towsg,Monica, Curry. 
0,season1,102towsg,Mrs. Geller, Mmmm! 
0,season1,102towsg,Ross," I- I think they're great! I, I really do. "
0,season1,102towsg,Mr. Geller," (To Ross) Do you remember the Ludwins? The big one had a thing for
you, didn't she? "
0,season1,102towsg,Mrs. Geller, They all had a thing for him. 
0,season1,102towsg,Ross," Aw, Mom... "
0,season1,102towsg,Monica," I'm sorry, why is this girl going to call me? "
0,season1,102towsg,Mrs. Geller," Oh, she just graduated, and she wants to be something in cooking,
or food, or.... I don't know. Anyway, I told her you had a restaurant- "
0,season1,102towsg,Monica," No Mom, I don't have a restaurant, I work in a restaurant. "
0,season1,102towsg,Mrs. Geller," Well, they don't have to know that... (She starts to fluff the same
pillow Monica fluffed multiple times earlier.) "
0,season1,102towsg,Monica," Ross, could you come and help me with the spaghetti, please? "
0,season1,102towsg,Ross, Yeah. (They go to the kitchen.) 
0,season1,102towsg,Mrs. Geller," Oh, we're having spaghetti! That's.... easy. "
0,season1,102towsg,Monica," I know this is going to sound unbelievably selfish, but, were you
planning on bringing up the whole baby/lesbian thing? Because I think it might take some
of the heat off me. "
0,season1,102towsg,Mrs. Geller," What that Rachel did to her life.... We ran into her parents at the
club, they were not playing very well. "
0,season1,102towsg,Mr. Geller," I'm not gonna tell you what they spent on that wedding... but forty
thousand dollars is a lot of money! "
0,season1,102towsg,Mrs. Geller," Well, at least she had the chance to leave a man at the altar... "
0,season1,102towsg,Monica, What's that supposed to mean? 
0,season1,102towsg,Mrs. Geller, Nothing! It's an expression. 
0,season1,102towsg,Monica, No it's not. 
0,season1,102towsg,Mr. Geller," Don't listen to your mother. You're independent, and you always have
been! Even when you were a kid... and you were chubby, and you had no friends, you were
just fine! And you would read alone in your room, and your puzzles... "
0,season1,102towsg,Mr. Geller," ...And I read about these women trying to have it all, and I thank
God 'Our Little Harmonica' doesn't seem to have that problem. "
0,season1,102towsg,Monica," (trying desperately to change the subject) So, Ross, what's going on
with you? Any stories? (Digs her elbow into his hand.) No news, no little anecdotes to
share with the folks? "
0,season1,102towsg,Ross," (pulls his hand away) Okay! Okay. (To his parents) Look, I, uh- I realise
you guys have been wondering what exactly happened between Carol and me, and, so, well,
here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant
with my child, and she and Susan are going to raise the baby. "
0,season1,102towsg,Mrs. Geller, (To Monica) And you knew about this?! 
0,season1,102towsg,Joey," Your folks are really that bad, huh? "
0,season1,102towsg,Ross," Well, y'know, these people are pros. They know what they're doing, they
take their time, they get the job done. "
0,season1,102towsg,Monica," Boy, I know they say you can't change your parents,... boy, if you
could- (To Ross) -I'd want yours. "
0,season1,102towsg,Ross, Must pee. (Goes to pee.) 
0,season1,102towsg,Phoebe," Y'know, it's even worse when you're twins. "
0,season1,102towsg,Rachel, You're twins? 
0,season1,102towsg,Phoebe," Yeah. We don't speak. She's like this high-powered, driven career type. "
0,season1,102towsg,Chandler, What does she do? 
0,season1,102towsg,Phoebe, She's a waitress. 
0,season1,102towsg,Rachel," All right, you guys, I kinda gotta clean up now. (They all start to
leave.) "
0,season1,102towsg,Monica," Chandler, you're an only child, right? You don't have any of this. "
0,season1,102towsg,Chandler," Well, no, although I did have an imaginary friend, who... my parents
actually preferred. "
0,season1,102towsg,Rachel," The lights, please.."
0,season1,102towsg,Ross, ...How long was I in there? 
0,season1,102towsg,Rachel, I'm just cleaning up. 
0,season1,102towsg,Ross, D'ya.. uh.. d'ya need any help? 
0,season1,102towsg,Rachel," Uh.. okay, sure! Thanks! (She hands him the broom and sits down.) "
0,season1,102towsg,Ross," Anyway.. um.. (Starts to sweep.) So, you- uh- you nervous about Barry
tomorrow? "
0,season1,102towsg,Rachel, Oh.. a little.. 
0,season1,102towsg,Ross, Mm-hmm.. 
0,season1,102towsg,Rachel, A lot. 
0,season1,102towsg,Ross, Mm. 
0,season1,102towsg,Rachel," So, got any advice? Y'know, as someone who's recently been- dumped? "
0,season1,102towsg,Ross," Well, you may wanna steer clear of the word 'dumped'. Chances are he's
gonna be this, this broken shell of a man, y'know, so you should try not to look too
terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give
Barry back his ring, and you can go with Carol and Susan to the OB/GYN... "
0,season1,102towsg,Rachel," Oh, you've got Carol tomorrow.. When did it get so complicated? "
0,season1,102towsg,Ross, Got me. 
0,season1,102towsg,Rachel, Remember when we were in high school together? 
0,season1,102towsg,Ross, Yeah. 
0,season1,102towsg,Rachel," I mean, didn't you think you were just gonna meet somone, fall in love-
and that'd be it? (Ross gazes at her.) ..Ross? "
0,season1,102towsg,Ross," Yes, yes! "
0,season1,102towsg,Rachel," Oh! Man, I never thought I'd be here.. (She leans back onto his hand.) "
0,season1,102towsg,Ross," Me either... (He pulls up a stool so that he doesn't have to move his
hand.) "
0,season1,102towsg,Ross," (entering) Sorry I'm late, I was stuck at work. There was this big
dinosaur.. thing.. anyway. "
0,season1,102towsg,Susan, Hi. 
0,season1,102towsg,Carol," Ross, you remember Susan. "
0,season1,102towsg,Ross, How could I forget? 
0,season1,102towsg,Susan, Ross. 
0,season1,102towsg,Ross," (they shake hands) Hello, Susan. (To Carol) Good shake. Good shake. So,
uh, we're just waiting for...? "
0,season1,102towsg,Carol, Dr. Oberman. 
0,season1,102towsg,Ross, ..Dr. Oberman. Okay. And is he- 
0,season1,102towsg,Susan, She. 
0,season1,102towsg,Ross," -she, of course, she- uh- familiar with our.. special situation? "
0,season1,102towsg,Carol," Yes, and she's very supportive. "
0,season1,102towsg,Ross," Okay, that's great. (Susan gives her drink to Carol.) No, I'm- Oh.  "
0,season1,102towsg,Carol, Thanks. 
0,season1,102towsg,Ross," (picks up a surgical instrament and mimes a duck with it) Quack, quack.. "
0,season1,102towsg,Carol, Ross? That opens my cervix. (He drops it in horror.) 
0,season1,102towsg,Rachel, Barry? 
0,season1,102towsg,Barry, C'mon in. 
0,season1,102towsg,Rachel, (hesitates) Are you sure? 
0,season1,102towsg,Barry," Yeah! It's fine, it's fine. Robbie's gonna be here for hours. "
0,season1,102towsg,Robbie, Huh?! 
0,season1,102towsg,Barry," So, how ya doin? "
0,season1,102towsg,Rachel, I'm- uh- I'm okay... You look great! 
0,season1,102towsg,Barry," Yeah, well.. "
0,season1,102towsg,Barry," (answering the intercom) Be right there. (To Robbie and Rachel) Be back
in a sec. "
0,season1,102towsg,Rachel, I dumped him. 
0,season1,102towsg,Robbie, Okay. 
0,season1,102towsg,Ross," So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know,
when, like, important decisions have to be made? "
0,season1,102towsg,Carol, Give me a 'for instance'. 
0,season1,102towsg,Ross," Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the
baby's name? "
0,season1,102towsg,Carol, Marlon- 
0,season1,102towsg,Ross, Marlon?! 
0,season1,102towsg,Carol," -if it's a boy, Minnie if it's a girl. "
0,season1,102towsg,Ross, ...As in Mouse? 
0,season1,102towsg,Carol, As in my grandmother. 
0,season1,102towsg,Ross," Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about
Julia? "
0,season1,102towsg,Carol, Julia.. 
0,season1,102towsg,Susan, We agreed on Minnie. 
0,season1,102towsg,Ross," 'S'funny, um, uh, we agreed we'd spend the rest of our lives together.
Things change, roll with the punches. I believe Julia's on the table..? "
0,season1,102towsg,Barry, Sorry about that. So. What have you been up to? 
0,season1,102towsg,Rachel," Oh, not much. I-I got a job. "
0,season1,102towsg,Barry," Oh, that's great. "
0,season1,102towsg,Rachel, Why are- why are you so tanned? 
0,season1,102towsg,Barry," Oh, I, uh- I went to Aruba. "
0,season1,102towsg,Rachel, Oh no. You went on our honeymoon alone? 
0,season1,102towsg,Barry," No. I went with, uh.. Now, this may hurt. "
0,season1,102towsg,Robbie, Me?! 
0,season1,102towsg,Barry, No! (To Rachel) I went with Mindy. 
0,season1,102towsg,Rachel," Mindy?! My maid of honour, Mindy?! "
0,season1,102towsg,Barry," Yeah, well, uh, we're kind of a thing now. "
0,season1,102towsg,Rachel," Oh! Well, um.. (Grabs his forehand) You've got plugs! "
0,season1,102towsg,Barry, Careful! They haven't quite taken yet. 
0,season1,102towsg,Rachel, And you've got lenses! But you hate sticking your finger in your eye! 
0,season1,102towsg,Barry," Not for her. Listen, I really wanted to thank you. "
0,season1,102towsg,Rachel, Okay.. 
0,season1,102towsg,Barry," See, about a month ago, I wanted to hurt you. More than I've ever wanted
to hurt anyone in my life. And I'm an orthodontist. "
0,season1,102towsg,Rachel, Wow. 
0,season1,102towsg,Barry," You know, you were right? I mean, I thought we were happy. We weren't
happy. But with Mindy, now I'm happy. Spit. "
0,season1,102towsg,Rachel, What? 
0,season1,102towsg,Robbie, Me. (Spits.) 
0,season1,102towsg,Rachel," Anyway, um, (Gets the ring out of her purse.) I guess this belongs to
you. And thank you for giving it to me. "
0,season1,102towsg,Barry," Well, thank you for giving it back. "
0,season1,102towsg,Robbie, Hello?! 
0,season1,102towsg,Susan," Oh, please! What's wrong with Helen? "
0,season1,102towsg,Ross, Helen Geller? I don't think so. 
0,season1,102towsg,Carol, Hello? It's not gonna be Helen Geller. 
0,season1,102towsg,Ross, Thank you! 
0,season1,102towsg,Carol," No, I mean it's not Geller. "
0,season1,102towsg,Ross," What, it's gonna be Helen Willick? "
0,season1,102towsg,Carol," No, actually, um, we talked about Helen Willick-Bunch. "
0,season1,102towsg,Ross," Well, wait a minute, wha- why is she in the title? "
0,season1,102towsg,Susan, It's my baby too. 
0,season1,102towsg,Ross," Oh, 's'funny, really? Um, I don't remember you making any sperm. "
0,season1,102towsg,Susan," Yeah, and we all know what a challenge that is! "
0,season1,102towsg,Carol," All right, you two, stop it! "
0,season1,102towsg,Ross," No no no, she gets a credit, hey, I'm in there too. "
0,season1,102towsg,Carol," Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I
think that borders on child abuse. "
0,season1,102towsg,Ross," Of course not, I'm... suggesting Geller-Willick-Bunch. "
0,season1,102towsg,Susan," Oh, no, nonononono, you see what he's doing? He knows no-one's gonna say
all those names, so they'll wind up calling her Geller, then he gets his way! "
0,season1,102towsg,Ross," My way?! You-you think this is my way? Believe me, of all the ways I ever
imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is
too hard. I'm not, I can't do- "
0,season1,102towsg,Dr. Oberman, (entering) Knock knock!How are we today? Any nausea? 
0,season1,102towsg,All, Yeah. Yeah. A little. 
0,season1,102towsg,Dr. Oberman," Well, I was just wondering about the mother-to-be, but.. thanks for
sharing. (To Carol) Uh, lie back.. "
0,season1,102towsg,Ross," You- uh- y'know what, I'm gonna go. I don't- I don't think I can be
involved in this particular thing right now. "
0,season1,102towsg,Ross, Oh my God. 
0,season1,102towsg,Susan, Look at that. 
0,season1,102towsg,Carol, I know. 
0,season1,102towsg,Ross, Well? Isn't that amazing? 
0,season1,102towsg,Joey, What are we supposed to be seeing here? 
0,season1,102towsg,Chandler," I dunno, but.. I think it's about to attack the Enterprise. "
0,season1,102towsg,Phoebe," You know, if you tilt your head to the left, and relax your eyes, it
kinda looks like an old potato. "
0,season1,102towsg,Ross," Then don't do that, alright? "
0,season1,102towsg,Phoebe, Okay! 
0,season1,102towsg,Ross, (walks over to where Monica is standing)Monica. Whaddya think? 
0,season1,102towsg,Monica, (welling up) Mm-hmm. 
0,season1,102towsg,Ross, Wh- are you welling up? 
0,season1,102towsg,Monica, No. 
0,season1,102towsg,Ross," You are, you're welling up. "
0,season1,102towsg,Monica, Am not! 
0,season1,102towsg,Ross, You're gonna be an aunt. 
0,season1,102towsg,Monica, (pushes him and starts to cry) Oh shut up! 
0,season1,102towsg,Rachel," (on phone) Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry
today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I
really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up
getting married and having kids- and everything- I just hope they have his old hairline
and your old nose. (Slams the phone down.) (To everyone) Okay, I know it was a cheap shot,
but I feel <strong>so</strong> much better now. "
0,season1,103thumb,Phoebe, (entering) Hi guys! 
0,season1,103thumb,All," Hey, Pheebs! Hi! "
0,season1,103thumb,Ross," Hey. Oh, oh, how'd it go? "
0,season1,103thumb,Phoebe," Um, not so good. He walked me to the subway and said 'We should do this
again!' "
0,season1,103thumb,All, Ohh. Ouch. 
0,season1,103thumb,Rachel," What? He said 'we should do it again', that's good, right? "
0,season1,103thumb,Monica," Uh, no. Loosely translated 'We should do this again' means 'You will
never see me naked'. "
0,season1,103thumb,Rachel, Since when? 
0,season1,103thumb,Joey," Since always. It's like dating language. Y'know, like 'It's not you' means
'It is you'. "
0,season1,103thumb,Chandler," Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing
alcoholics and complaining about them to you'. "
0,season1,103thumb,Phoebe," Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha,
I already am'. "
0,season1,103thumb,Rachel, And everybody knows this? 
0,season1,103thumb,Joey, Yeah. Cushions the blow. 
0,season1,103thumb,Chandler," Yeah, it's like when you're a kid, and your parents put your dog to
sleep, and they tell you it went off to live on some farm. "
0,season1,103thumb,Ross," That's funny, that, no, because, uh, our parents actually did, uh, send
our dog off to live on a farm. "
0,season1,103thumb,Monica," Uh, Ross. "
0,season1,103thumb,Ross," What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had
this unbelievable farm, they had horses, and, and rabbits that he could chase and it was-
it w- .....Oh my God, Chi Chi! "
0,season1,103thumb,Chandler," ""So how does it feel knowing you're about to die?"" "
0,season1,103thumb,Joey," ""Warden, in five minutes my pain will be over. But you'll have to
live with the knowledge that you sent an honest man to die."" "
0,season1,103thumb,Chandler," Hey, that was really good! "
0,season1,103thumb,Joey, Thanks! Let's keep going. 
0,season1,103thumb,Chandler," Okay. ""So. Whaddya want from me, Damone, huh?"" "
0,season1,103thumb,Joey," ""I just wanna go back to my cell. 'Cause in my cell, I can
smoke."" "
0,season1,103thumb,Chandler," ""Smoke away."" "
0,season1,103thumb,Chandler, I think this is probably why Damone smokes in his cell alone. 
0,season1,103thumb,Joey, What? 
0,season1,103thumb,Chandler, Relax your hand! 
0,season1,103thumb,Chandler, Not so much! 
0,season1,103thumb,Joey, Whoah! 
0,season1,103thumb,Chandler, Hey! 
0,season1,103thumb,Joey, Hey! 
0,season1,103thumb,Chandler," Alright, now try taking a puff. "
0,season1,103thumb,Chandler, Alright.. okay. No. Give it to me. 
0,season1,103thumb,Joey," No no no, I am not giving you a cigarette. "
0,season1,103thumb,Chandler," It's fine, it's fine. Look, do you wanna get this part, or not? Here. "
0,season1,103thumb,Chandler," Don't think of it as a cigarette. Think of it as the thing that's been
missing from your hand. When you're holding it, you feel right. You feel complete. "
0,season1,103thumb,Joey, Y'miss it? 
0,season1,103thumb,Chandler," Nah, not so much. Alright, now we smoke. (Takes a puff.) Oh.. my..
God. (He continues to smoke.) "
0,season1,103thumb,Monica," No, no, no. They say it's the same as the distance from the tip of a
guy's thumb to the tip of his index finger. "
0,season1,103thumb,Joey, That's ridiculous! 
0,season1,103thumb,Ross, Can I use.. either thumb? 
0,season1,103thumb,Rachel," (carrying a tray of drinks) Alright, don't tell me, don't tell me!
(Starts handing them out.) Decaf cappucino for Joey.. Coffee black.. Late.. And an iced
tea. I'm getting pretty good at this! "
0,season1,103thumb,All," Yeah. Yeah, excellent. "
0,season1,103thumb,Rachel, (leaving to serve others) Good for me! 
0,season1,103thumb,Joey," Y'okay, Phoebe? "
0,season1,103thumb,Phoebe," Yeah- no- I'm just- it's, I haven't worked- It's my bank. "
0,season1,103thumb,Monica, What did they do to you? 
0,season1,103thumb,Phoebe," It's nothing, it's just- Okay. I'm going through my mail, and I open up
their monthly, you know, STATEMENT- "
0,season1,103thumb,Ross, Easy. 
0,season1,103thumb,Phoebe, - and there's five hundred extra dollars in my account. 
0,season1,103thumb,Chandler," Oh, Satan's minions at work again... "
0,season1,103thumb,Phoebe," Yes, 'cause now I have to go down there, and deal with them. "
0,season1,103thumb,Joey, What are you talking about? Keep it! 
0,season1,103thumb,Phoebe," It's not mine, I didn't earn it, if I kept it, it would be like
stealing. "
0,season1,103thumb,Rachel," Yeah, but if you spent it, it would be like shopping! "
0,season1,103thumb,Phoebe," Okay. Okay, let's say I bought a really great pair of shoes. Do you know
what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was
happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine,
not-not-mine'... "
